name,song_name,song_subgenre
The Lion King,Eluring (Circle of Life Estonian Version),estonian pop
Gladiator,Pavor,"avant-garde metal, breakcore, cybergrind, french metal, opera metal"
Gladiator,Etruria,ancient mediterranean
Gladiator,Now We Are Free,"german soundtrack, orchestral soundtrack, soundtrack"
American History X,Battle Hymn of the Republic,
American History X,The White Man Marches On,epunk
The Usual Suspects,Le sons et les parfums tournent dans l'air du soir,"classical, impressionism, post-romantic era"
The Usual Suspects,Steppin' Out,"reggae, roots reggae, uk reggae"
The Usual Suspects,Old MacDonald Had a Farm,children's music
The Departed,Gimme Shelter,"album rock, british invasion, classic rock, rock"
The Departed,Minstrel Boy,
The Departed,Scotland the Brave,"bagpipe, bagpipe marching band, military band"
The Departed,I'm Shipping Up to Boston,"boston punk, boston rock, celtic punk, celtic rock, punk"
The Departed,Thief's Theme,"conscious hip hop, east coast hip hop, gangster rap, hardcore hip hop, hip hop, queens hip hop, rap"
The Departed,One Way Out,"album rock, blues rock, classic rock, country rock, folk rock, hard rock, jam band, mellow gold, rock, singer-songwriter, soft rock, southern rock"
The Departed,Nobody But Me,classic garage rock
The Departed,Let it Loose,"album rock, british invasion, classic rock, rock"
The Departed,Sweet Dreams,"dance rock, new romantic, new wave, new wave pop, soft rock, sophisti-pop, synthpop"
The Departed,"Well, Well, Well ","classic rock, rock"
The Departed,Bang Bang,"dance pop, pop"
The Departed,"Sail On, Sailor ","baroque pop, classic rock, folk rock, mellow gold, psychedelic rock, rock, singer-songwriter, sunshine pop"
The Departed,Sancta Maria,"celtic, gregorian dance, operatic pop"
The Departed,Baby Blue,"ambient pop, dream pop, el paso indie, shoegaze"
The Departed,"Chi mi frena (Sextet, Act 2) ","classical, early romantic era, italian opera, italian romanticism, opera"
The Departed,Comfortably Numb,"album rock, art rock, classic rock, progressive rock, psychedelic rock, rock, symphonic rock"
The Departed,Tweedlee Dee,nashville sound
The Departed,Lucia di Lammermoor: Act 1: Preludio - Percorrete le spiaggie vicine,"classical, early romantic era, italian opera, italian romanticism, opera"
The Departed,Theme from Symphony No. 5 in E Minor,"classical, czech classical, late romantic era"
The Departed,Sweet Dreams,"dance rock, new romantic, new wave, new wave pop, soft rock, sophisti-pop, synthpop"
The Departed,Mother Machree,easy listening
The Prestige,Drinkin' Down the Rose & Crown,british jazz
The Prestige,Tripping Gaily,
The Prestige,Eel Pie and Mash,"grime, uk hip hop"
The Prestige,Butterfly Etude,"classical, early romantic era, polish classical"
The Prestige,Vowel Movement,
The Prestige,Bathroom Scales,sound effects
The Prestige,Princess Waltz,"orchestral soundtrack, soundtrack"
The Prestige,Analyse,"irish rock, pop rock, rock"
Casablanca,La Marseillaise,french romanticism
Casablanca,It Had to Be You,"adult standards, easy listening, lounge"
Casablanca,Shine,"barbadian pop, pop, urban contemporary"
Casablanca,Crazy Rhythm,"alternative country, alternative rock, double drumming, dunedin sound, experimental rock, gbvfi, jangle pop, new jersey indie, no wave, post-punk, power pop"
Casablanca,Knock on Wood,"memphis soul, soul, southern soul"
Casablanca,The Very Thought of You,"adult standards, lounge, soul, swing, vocal jazz"
Casablanca,Baby Face,"contemporary r&b, r&b, urban contemporary"
Casablanca,I'm Just Wild About Harry,la pop
Casablanca,Heaven Can Wait,"r&b, soul"
Casablanca,Parlez-moi d'Amour,vintage chanson
Casablanca,Love for Sale,"bebop, hard bop, jazz, jazz quartet"
Casablanca,Tango Delle Rose,easy listening
Casablanca,Avalon,"cloud rap, dark trap, new orleans rap, underground hip hop"
Casablanca,As Time Goes By,"adult standards, harlem renaissance, jazz, jazz blues, soul, swing, torch song, vocal jazz"
Casablanca,Piano Improvisation,"baroque, classical, early music, german baroque"
Casablanca,Perfidia,"classical tenor, italian tenor, operatic pop"
Casablanca,If I Could Be with You,"dixieland, harlem renaissance, ragtime, stride, swing, tin pan alley, vintage jazz"
Casablanca,You Must Have Been a Beautiful Baby,"adult standards, easy listening, lounge, rock-and-roll, rockabilly, vocal jazz"
Casablanca,Die Wacht am Rhein,
Casablanca,Das Lied der Deutschen,"classical, classical era"
Whiplash,Overture,
Whiplash,Black Girls,alternative r&b
Whiplash,Keep Me Waiting,"bass house, edm, house, tech house"
Whiplash,Reaction,bronx drill
Whiplash,1st Nassau Band Rehearsal,"bahamian pop, rare groove"
Whiplash,Studio Band Eavesdrop,
Whiplash,Cathy's Song,
Whiplash,2nd Nassau Rehearsal,"bahamian pop, rare groove"
Whiplash,Whiplash,"hard rock, metal, old school thrash, rock, thrash metal"
Whiplash,When I Wake,"modern rock, permanent wave, punk, rock"
Whiplash,Studio Band Rehearsal After Breakup,
Whiplash,Overbrook Competition,
Whiplash,Casey's Song,"canadian folk, canadian indie"
Whiplash,Caravan,"electro swing, nu jazz"
Whiplash,Fletcher's Song in Club,"hollywood, movie tunes"
Whiplash,Intoit,"cool jazz, hard bop, jazz, jazz fusion, jazz trumpet, soul, vocal jazz"
Whiplash,No Two Words,"hollywood, movie tunes"
Whiplash,Upswingin',
The Intouchables,September,"disco, funk, jazz funk, motown, soul"
The Intouchables,Boogie Wonderland,"disco, funk, jazz funk, motown, soul"
The Intouchables,"Ave Maria, D.839 ","classical, classical era, early romantic era"
The Intouchables,The Ghetto,"cali rap, gangster rap, golden age hip hop, hyphy, oakland hip hop, west coast rap"
The Intouchables,You're Goin' Miss Your Candyman,
The Intouchables,"Nocturne in Si bémol Mineur, Op.9. No 1 ","classical, early romantic era, polish classical"
The Intouchables,"Nein, länger trag' ich nicht die Qualen... Durch die Wälder, durch die Auen ","classical, classical era, early modern classical, early romantic era, german romanticism"
The Intouchables,Feeling Good,"jazz blues, neo soul, soul, soul jazz, torch song, vocal jazz"
The Intouchables,L'Eté: Adagio,"classical, late romantic era, norwegian classical"
The Intouchables,Colombine Ouverture Burlesque,"baroque, classical, early music, german baroque"
The Intouchables,Les Indes galantes,"baroque, classical, early music, french baroque, french opera"
The Intouchables,Concerto Grosso,"baroque, classical, early music, english baroque, german baroque"
The Intouchables,L'hiver,
The Intouchables,Prélude: Suite Violoncelle n° 1,"baroque, classical, early music, german baroque"
The Intouchables,Suite n° 2: Badinerie,"baroque, classical, early music, german baroque"
The Intouchables,Le Printemps: Ier Mouvement,"classical, impressionism, post-romantic era"
The Intouchables,Concerto in Fa mineur,"baroque, classical, early music, german baroque"
The Intouchables,Le vol du Bourdon,"avant-garde, classical, early modern classical, late romantic era, russian romanticism"
The Intouchables,"Concerto for 2 Violins and Orchestra in La Mineur, Op.3 N° 8 ","baroque, classical, early music, german baroque"
The Intouchables,Ein Mädchen oder Weibchen,"classical, classical era"
The Intouchables,L'hiver,
Modern Times,"Hallelujah, I'm a Bum ","traditional folk, vintage country folk"
Modern Times,The Prisoner's Song,electronic rock
Modern Times,How Dry I Am,"drone, drone metal, gaian doom, instrumental rock, olympia wa indie, post-metal"
Modern Times,In the Evening by the Moonlight,cartoon
Modern Times,Je Cherche après Titine,
Modern Times,Theme from Modern Times,old school dancehall
Once Upon a Time in the West,Danny Boy,irish ballad
Once Upon a Time in the West,C'era una volta il West,luxembourgian pop
Once Upon a Time in the West,Come Una Sentenza,musica tamaulipeca
Once Upon a Time in the West,Addio A Cheyenne,"classic soundtrack, italian soundtrack, orchestral soundtrack, vintage italian soundtrack"
Once Upon a Time in the West,L'Attentato,"classic soundtrack, italian soundtrack, orchestral soundtrack, vintage italian soundtrack"
Once Upon a Time in the West,La Posada N.1,
Once Upon a Time in the West,La Posada N.2,"cumbia del sureste, cumbia sonidera"
Once Upon a Time in the West,L'Uomo Dell'Armonica,
Once Upon a Time in the West,In Una Stanza Con Poca Luce,
Once Upon a Time in the West,L'Uomo,"italian library music, vintage italian soundtrack"
Once Upon a Time in the West,L'Orchestraccia,rome indie
Once Upon a Time in the West,L'America Di Jill,"classical, classical era, early romantic era"
Once Upon a Time in the West,L'Ultimo Rantolo,"italian adult pop, italian pop"
Once Upon a Time in the West,Finale,
Hara-Kiri,,
Grave of the Fireflies,Home Sweet Home,"album rock, alternative metal, glam metal, hard rock, metal, rock, sleaze rock"
Grave of the Fireflies,Gunkan kôshinkyoku,
Alien,Incidental music from 'Symphony No. 2 ('Romantic')',"classical, early romantic era, german romanticism"
Alien,Eine kleine Nachtmusik,music box
Alien,You Are My Lucky Star,"adult standards, easy listening, lounge, vocal jazz"
Rear Window,Excerpt from 'Fancy Free',"contemporary country, country, country road, modern country rock"
Rear Window,To See You (Is to Love You),vintage hollywood
Rear Window,Lisa,k-pop
Rear Window,That's Amore,"adult standards, easy listening, lounge, vocal jazz"
Rear Window,Mona Lisa,"alternative pop rock, pov: indie"
Rear Window,Instrumental excerpt from 'Red Garters',
Rear Window,Many Dreams Ago,groove room
Rear Window,"Martha, oder Der Markt zu Richmond ","german opera, german romanticism, late romantic era"
Rear Window,Il carnevale di Venezia,
Rear Window,"Balettmusik, nr 2, G-dur. ","classical, early modern classical, post-romantic era, russian romanticism"
Rear Window,Lover,pop
City Lights,Flower Girl Theme,british soundtrack
City Lights,The Star Spangled Banner,marching band
City Lights,How Dry I Am,"drone, drone metal, gaian doom, instrumental rock, olympia wa indie, post-metal"
City Lights,Beautiful Wonderful Eyes,classic soundtrack
City Lights,Tomorrow the Sun Will Shine,
City Lights,Happy Romance,korean ost
City Lights,Promenade,ambient lo-fi
City Lights,Orientale,
City Lights,La Violetera,romantico
Memento,Something in the Air,"album rock, classic rock, hard rock, heartland rock, mellow gold, rock, singer-songwriter, soft rock"
Memento,Stone,"pop, post-teen pop"
Memento,Generation Z,
Memento,Motherlode,"funk, motown, soul, vocal jazz"
Memento,Ipanema Dreaming,
Memento,Do the Boogaloo,
Apocalypse Now,The End,nashville sound
Apocalypse Now,(I Can't Get No) Satisfaction,"album rock, british invasion, classic rock, rock"
Apocalypse Now,"Love Me, And Let Me Love You ",pop
Apocalypse Now,The Ride of the Valkyries,"power metal, swedish heavy metal"
Apocalypse Now,Let The Good Times Roll,"doo-wop, rhythm and blues"
Apocalypse Now,Suzie Q,"album rock, classic rock, country rock, mellow gold, rock, southern rock, swamp rock"
Apocalypse Now,Excerpts from 'Mnong Gar Music from Vietnam',vietnamese traditional
Apocalypse Now,Collection Musee de l'homme,"medieval, trouvere"
Apocalypse Now,Surfin' Safari,"baroque pop, classic rock, folk rock, mellow gold, psychedelic rock, rock, singer-songwriter, sunshine pop"
Apocalypse Now,Sonnerie Aux Morts,musique militaire
Cinema Paradiso,Nuovo Cinema Paradiso (Titoli),"classic soundtrack, italian soundtrack, orchestral soundtrack, vintage italian soundtrack"
Cinema Paradiso,Maturita' - Maturity,"classic soundtrack, italian soundtrack, orchestral soundtrack, vintage italian soundtrack"
Cinema Paradiso,Tema d'Amore - Love Theme,"classic soundtrack, italian soundtrack, orchestral soundtrack, vintage italian soundtrack"
Cinema Paradiso,Infanzia e Maturita' - Childhood and Manhood,"classic soundtrack, italian soundtrack, orchestral soundtrack, vintage italian soundtrack"
Cinema Paradiso,Ripensandola - While Thinking About Her Again,"classic venezuelan pop, salsa, salsa venezolana"
Cinema Paradiso,Cinema in Fiamme - Cinema on Fire (Extended Version),
Cinema Paradiso,Tema d'Amore - Love Theme (2nd Version),"italian library music, vintage italian soundtrack"
Cinema Paradiso,Toto and Alfredo,"classic soundtrack, italian soundtrack, orchestral soundtrack, vintage italian soundtrack"
Cinema Paradiso,Dopo il Crollo - After the Destruction (Extended Version),"classic soundtrack, italian soundtrack, orchestral soundtrack, vintage italian soundtrack"
Cinema Paradiso,Tema d'Amore per Nata - Love Theme for Nata,"classic soundtrack, italian soundtrack, orchestral soundtrack, vintage italian soundtrack"
Cinema Paradiso,Visita al Cinema - Visit to the Cinema,"classic soundtrack, italian soundtrack, orchestral soundtrack, vintage italian soundtrack"
Cinema Paradiso,Prima Giovinezza - First Youth,
Cinema Paradiso,Quattro Interludi - Four Interludes,
Cinema Paradiso,"Fuga, Ricerca e Ritorno - Runaway, Search and Return ","contemporary post-bop, hard bop, jazz, jazz piano"
Cinema Paradiso,From American Sex Appeal to the First Fellini,"classic soundtrack, italian soundtrack, orchestral soundtrack, vintage italian soundtrack"
Cinema Paradiso,Tema d'Amore - Love Theme (3rd Version),"italian library music, vintage italian soundtrack"
Cinema Paradiso,Proiezione per Due - Projection for Two,"italian library music, vintage italian soundtrack"
Cinema Paradiso,Toto and Alfredo (2nd Version),"classic soundtrack, italian soundtrack, orchestral soundtrack, vintage italian soundtrack"
Cinema Paradiso,Tema della Bicicletta - Bicycle Theme,"classic rock, glam rock, rock"
Cinema Paradiso,Visita al Cinema - Visit to the Cinema,"classic soundtrack, italian soundtrack, orchestral soundtrack, vintage italian soundtrack"
Indiana Jones and the Raiders of the Lost Ark,I am the Monarch of the Sea,
Indiana Jones and the Raiders of the Lost Ark,A British Tar,
Django Unchained,Django Theme Song (English Version),"classic soundtrack, italian soundtrack"
Django Unchained,Rito finale,vintage italian soundtrack
Django Unchained,The Braying Mule,"classic soundtrack, italian soundtrack, orchestral soundtrack, vintage italian soundtrack"
Django Unchained,Main Titles Theme Song (Lo chiamavano King),"classic soundtrack, italian soundtrack"
Django Unchained,Norme con ironie,
Django Unchained,Gavotte,"baroque, classical era"
Django Unchained,Town of Silence,"classic soundtrack, italian soundtrack"
Django Unchained,Town of Silence (2nd Version),"classic soundtrack, italian soundtrack"
Django Unchained,Freedom,"dance pop, pop"
Django Unchained,La Corsa (2nd Version),"classic soundtrack, italian soundtrack"
Django Unchained,I Got a Name,"classic rock, country rock, folk, folk rock, mellow gold, singer-songwriter, soft rock"
Django Unchained,Dies Irae (Requiem),"classical, italian opera, italian romanticism, late romantic era"
Django Unchained,I giorni dell'ira,"italian soundtrack, vintage italian soundtrack"
Django Unchained,The Big Risk,memphis hip hop
Django Unchained,100 Black Coffins,"dirty south rap, gangster rap, hip hop, rap, southern hip hop, trap"
Django Unchained,Minacciosamente Lotano,
Django Unchained,Trackers Chant,
Django Unchained,Nicaragua,
Django Unchained,Ancora Qui,
Django Unchained,Sister Sara's Theme,"classic soundtrack, italian soundtrack, orchestral soundtrack, vintage italian soundtrack"
Django Unchained,Blue Dark Waltz,"classic soundtrack, italian soundtrack"
Django Unchained,Für Elise,"classical, classical era, early romantic era, german romanticism"
Django Unchained,Unchained (The Payback/Untouchable),"funk, motown, soul, vocal jazz"
Django Unchained,Freedom,"dance pop, pop"
Django Unchained,Who Did That to You?,
Django Unchained,Ain't No Grave (Black Opium Remix),"arkansas country, outlaw country, rock"
